booking_id,room_id,customer_id,check_in,check_out,actual_check_out,final_price,status,payment_status,notes,created_at,updated_at
B0428,R009,42,2025-12-28,2026-01-02,,9304000.0,completed,paid,,2025-12-28T10:00:00,2026-01-02T12:00:00
B0429,R018,160,2024-12-28,2025-01-02,,6744265.0,canceled,unpaid,,2024-12-28T10:00:00,2025-01-02T12:00:00
B0430,R010,188,2025-05-13,2025-05-18,,8738270.0,completed,paid,,2025-05-13T10:00:00,2025-05-18T12:00:00
B0431,R013,159,2024-12-05,2024-12-07,,2277728.0,canceled,unpaid,,2024-12-05T10:00:00,2024-12-07T12:00:00
B0432,R002,123,2025-12-17,2025-12-22,2025-12-23,4318865.0,completed,paid,,2025-12-17T10:00:00,2025-12-22T12:00:00
B0433,R017,194,2024-10-03,2024-10-08,,3372725.0,completed,paid,,2024-10-03T10:00:00,2024-10-08T12:00:00
B0434,R005,38,2025-11-15,2025-11-16,,813653.0,completed,paid,,2025-11-15T10:00:00,2025-11-16T12:00:00
B0435,R017,135,2024-01-18,2024-01-23,,6217440.0,canceled,unpaid,,2024-01-18T10:00:00,2024-01-23T12:00:00
B0436,R013,132,2025-08-04,2025-08-07,,5725788.0,canceled,unpaid,,2025-08-04T10:00:00,2025-08-07T12:00:00
B0437,R014,162,2025-11-17,2025-11-20,,3841620.0,completed,paid,,2025-11-17T10:00:00,2025-11-20T12:00:00
B0438,R013,152,2024-02-16,2024-02-18,,3088670.0,completed,paid,,2024-02-16T10:00:00,2024-02-18T12:00:00
B0439,R005,19,2025-05-07,2025-05-08,,1261085.0,completed,paid,,2025-05-07T10:00:00,2025-05-08T12:00:00
B0440,R019,180,2024-02-25,2024-02-28,2024-02-27,1622301.0,completed,paid,,2024-02-25T10:00:00,2024-02-28T12:00:00
B0441,R007,84,2024-01-21,2024-01-23,,3826646.0,completed,paid,,2024-01-21T10:00:00,2024-01-23T12:00:00
B0442,R014,166,2024-05-07,2024-05-09,2024-05-10,2658730.0,completed,paid,,2024-05-07T10:00:00,2024-05-09T12:00:00
B0443,R008,131,2025-01-08,2025-01-09,,985439.0,canceled,unpaid,,2025-01-08T10:00:00,2025-01-09T12:00:00
B0444,R014,80,2025-10-18,2025-10-19,,1802758.0,completed,paid,,2025-10-18T10:00:00,2025-10-19T12:00:00
B0445,R008,177,2025-01-13,2025-01-16,2025-01-17,1620171.0,completed,paid,,2025-01-13T10:00:00,2025-01-16T12:00:00
B0446,R009,80,2024-04-16,2024-04-19,2024-04-18,4830318.0,canceled,unpaid,,2024-04-16T10:00:00,2024-04-19T12:00:00
B0447,R013,99,2025-08-26,2025-08-30,,7998744.0,completed,paid,,2025-08-26T10:00:00,2025-08-30T12:00:00
B0448,R008,139,2025-12-19,2025-12-24,2025-12-23,7173825.0,completed,paid,,2025-12-19T10:00:00,2025-12-24T12:00:00
B0449,R015,17,2025-10-30,2025-11-01,2025-10-31,3019582.0,canceled,unpaid,,2025-10-30T10:00:00,2025-11-01T12:00:00
B0450,R018,49,2025-11-17,2025-11-20,,3593172.0,completed,paid,,2025-11-17T10:00:00,2025-11-20T12:00:00
B0451,R009,184,2024-09-27,2024-10-02,,7511285.0,completed,paid,,2024-09-27T10:00:00,2024-10-02T12:00:00
B0452,R008,182,2025-02-06,2025-02-11,,5747770.0,completed,paid,,2025-02-06T10:00:00,2025-02-11T12:00:00
B0453,R007,124,2025-10-22,2025-10-25,2025-10-24,4755663.0,completed,paid,,2025-10-22T10:00:00,2025-10-25T12:00:00
B0454,R012,191,2025-06-09,2025-06-10,,1974948.0,completed,paid,,2025-06-09T10:00:00,2025-06-10T12:00:00
B0455,R003,15,2025-08-11,2025-08-13,,1273266.0,canceled,unpaid,,2025-08-11T10:00:00,2025-08-13T12:00:00
B0456,R006,189,2025-02-06,2025-02-10,2025-02-11,7685396.0,completed,paid,,2025-02-06T10:00:00,2025-02-10T12:00:00
B0457,R002,126,2025-06-14,2025-06-17,,2449398.0,completed,paid,,2025-06-14T10:00:00,2025-06-17T12:00:00
B0458,R007,14,2025-04-20,2025-04-23,2025-04-22,2143440.0,completed,paid,,2025-04-20T10:00:00,2025-04-23T12:00:00
B0459,R007,151,2024-03-13,2024-03-17,,3268432.0,completed,paid,,2024-03-13T10:00:00,2024-03-17T12:00:00
B0460,R011,135,2025-05-03,2025-05-07,2025-05-08,3235028.0,completed,paid,,2025-05-03T10:00:00,2025-05-07T12:00:00
B0461,R007,52,2025-02-24,2025-02-27,2025-02-26,3940551.0,completed,paid,,2025-02-24T10:00:00,2025-02-27T12:00:00
B0462,R011,4,2025-04-18,2025-04-19,,592539.0,completed,paid,,2025-04-18T10:00:00,2025-04-19T12:00:00
B0463,R004,12,2024-06-27,2024-06-30,,4063128.0,completed,paid,,2024-06-27T10:00:00,2024-06-30T12:00:00
B0464,R015,11,2025-11-12,2025-11-14,,1300256.0,completed,paid,,2025-11-12T10:00:00,2025-11-14T12:00:00
B0465,R010,22,2025-05-15,2025-05-16,,1984374.0,completed,paid,,2025-05-15T10:00:00,2025-05-16T12:00:00
B0466,R012,115,2024-05-17,2024-05-18,,1330879.0,completed,paid,,2024-05-17T10:00:00,2024-05-18T12:00:00
B0467,R001,173,2024-08-25,2024-08-28,,2003157.0,completed,paid,,2024-08-25T10:00:00,2024-08-28T12:00:00
B0468,R001,163,2024-07-22,2024-07-25,,3790158.0,completed,paid,,2024-07-22T10:00:00,2024-07-25T12:00:00
B0469,R008,155,2024-06-03,2024-06-06,,4085220.0,completed,paid,,2024-06-03T10:00:00,2024-06-06T12:00:00
B0470,R006,155,2024-10-30,2024-11-04,,5097510.0,completed,paid,,2024-10-30T10:00:00,2024-11-04T12:00:00
B0471,R004,17,2025-09-02,2025-09-03,,842932.0,completed,paid,,2025-09-02T10:00:00,2025-09-03T12:00:00
B0472,R004,82,2024-06-10,2024-06-15,,3595630.0,completed,paid,,2024-06-10T10:00:00,2024-06-15T12:00:00
B0473,R007,17,2025-08-04,2025-08-06,,1562574.0,completed,paid,,2025-08-04T10:00:00,2025-08-06T12:00:00
B0474,R020,60,2025-05-22,2025-05-23,,1269750.0,canceled,unpaid,,2025-05-22T10:00:00,2025-05-23T12:00:00
B0475,R004,118,2024-06-08,2024-06-12,,5009624.0,completed,paid,,2024-06-08T10:00:00,2024-06-12T12:00:00
B0476,R011,135,2024-07-21,2024-07-26,,9607365.0,canceled,unpaid,,2024-07-21T10:00:00,2024-07-26T12:00:00
B0477,R005,23,2025-09-18,2025-09-22,2025-09-21,4155984.0,completed,paid,,2025-09-18T10:00:00,2025-09-22T12:00:00
B0478,R009,1,2025-11-06,2025-11-09,,5925555.0,completed,paid,,2025-11-06T10:00:00,2025-11-09T12:00:00
B0479,R002,108,2024-08-18,2024-08-22,,3939216.0,completed,paid,,2024-08-18T10:00:00,2024-08-22T12:00:00
B0480,R013,59,2025-10-13,2025-10-14,,1288237.0,completed,paid,,2025-10-13T10:00:00,2025-10-14T12:00:00
B0481,R013,185,2024-08-09,2024-08-14,,7396860.0,completed,paid,,2024-08-09T10:00:00,2024-08-14T12:00:00
B0482,R014,70,2024-11-26,2024-12-01,,9567840.0,completed,paid,,2024-11-26T10:00:00,2024-12-01T12:00:00
B0483,R001,108,2024-02-20,2024-02-21,,519767.0,canceled,unpaid,,2024-02-20T10:00:00,2024-02-21T12:00:00
B0484,R014,129,2025-02-19,2025-02-20,,1758917.0,completed,paid,,2025-02-19T10:00:00,2025-02-20T12:00:00
B0485,R007,79,2024-10-18,2024-10-23,2024-10-24,9537620.0,completed,paid,,2024-10-18T10:00:00,2024-10-23T12:00:00
B0486,R018,156,2025-05-01,2025-05-03,2025-05-02,1603362.0,canceled,unpaid,,2025-05-01T10:00:00,2025-05-03T12:00:00
B0487,R011,45,2024-01-13,2024-01-18,,3263000.0,completed,paid,,2024-01-13T10:00:00,2024-01-18T12:00:00
B0488,R020,167,2025-11-27,2025-12-02,2025-12-03,9258340.0,completed,paid,,2025-11-27T10:00:00,2025-12-02T12:00:00
B0489,R012,41,2024-01-02,2024-01-06,,5395936.0,completed,paid,,2024-01-02T10:00:00,2024-01-06T12:00:00
B0490,R003,136,2024-03-06,2024-03-11,,9099775.0,completed,paid,,2024-03-06T10:00:00,2024-03-11T12:00:00
B0491,R018,65,2024-02-01,2024-02-02,,617219.0,completed,paid,,2024-02-01T10:00:00,2024-02-02T12:00:00
B0492,R003,132,2025-07-08,2025-07-10,,2508298.0,completed,paid,,2025-07-08T10:00:00,2025-07-10T12:00:00
B0493,R017,153,2024-08-19,2024-08-22,2024-08-23,1573782.0,completed,paid,,2024-08-19T10:00:00,2024-08-22T12:00:00
B0494,R009,149,2025-01-13,2025-01-18,2025-01-17,6031060.0,completed,paid,,2025-01-13T10:00:00,2025-01-18T12:00:00
B0495,R014,89,2025-01-17,2025-01-18,,1895102.0,completed,paid,,2025-01-17T10:00:00,2025-01-18T12:00:00
B0496,R014,69,2025-04-19,2025-04-24,,7417860.0,completed,paid,,2025-04-19T10:00:00,2025-04-24T12:00:00
B0497,R001,172,2024-11-03,2024-11-04,,747387.0,canceled,unpaid,,2024-11-03T10:00:00,2024-11-04T12:00:00
B0498,R002,72,2024-02-02,2024-02-07,,4901150.0,completed,paid,,2024-02-02T10:00:00,2024-02-07T12:00:00
B0499,R018,51,2024-09-10,2024-09-11,2024-09-12,709174.0,canceled,unpaid,,2024-09-10T10:00:00,2024-09-11T12:00:00
B0500,R008,123,2025-08-02,2025-08-05,,4218423.0,completed,paid,,2025-08-02T10:00:00,2025-08-05T12:00:00
MCSYEH,201,031jasbclkjabsca,2026-01-06,2026-01-31,2026-01-06,13689500.0,completed,paid,Early checkout via Console,2026-01-06T10:07:55.918872,2026-01-06T10:12:00.070840
